id,name,latitude,longitude,borough,neighborhood,neighborhood_id,borough_id
476,E 31 St & 3 Ave,40.74394314,-73.97966069,Manhattan,Murray Hill-Kips Bay,MN20,1.0
164,E 47 St & 2 Ave,40.75323098,-73.97032517,Manhattan,Turtle Bay-East Midtown,MN19,1.0
523,W 38 St & 8 Ave,40.75466591,-73.99138152,Manhattan,Midtown-Midtown South,MN17,1.0
522,E 51 St & Lexington Ave,40.75714758,-73.97207836,Manhattan,Turtle Bay-East Midtown,MN19,1.0
518,E 39 St & 2 Ave,40.74780373,-73.9734419,Manhattan,Murray Hill-Kips Bay,MN20,1.0
217,Old Fulton St,40.70277159,-73.99383605,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,3.0
313,Washington Ave & Park Ave,40.69610226,-73.96751037,Brooklyn,park-cemetery-etc-Brooklyn,BK99,3.0
513,W 56 St & 10 Ave,40.768254,-73.988639,Manhattan,Clinton,MN15,1.0
243,Fulton St & Rockwell Pl,40.688226,-73.979382,Brooklyn,Fort Greene,BK68,3.0
270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,Brooklyn,Fort Greene,BK68,3.0
382,University Pl & E 14 St,40.73492695,-73.99200509,Manhattan,West Village,MN23,1.0
352,W 56 St & 6 Ave,40.76340613,-73.97722479,Manhattan,Midtown-Midtown South,MN17,1.0
284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,Manhattan,West Village,MN23,1.0
412,Forsyth St & Canal St,40.7158155,-73.99422366,Manhattan,Chinatown,MN27,1.0
295,Pike St & E Broadway,40.71406667,-73.99293911,Manhattan,Chinatown,MN27,1.0
3002,South End Ave & Liberty St,40.711512,-74.015756,Manhattan,Battery Park City-Lower Manhattan,MN25,1.0
327,Vesey Pl & River Terrace,40.7153379,-74.01658354,Manhattan,Battery Park City-Lower Manhattan,MN25,1.0
146,Hudson St & Reade St,40.71625008,-74.0091059,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,Manhattan,East Village,MN22,1.0
2010,Grand St & Greene St,40.72165481,-74.00234737,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
244,Willoughby Ave & Hall St,40.69196035,-73.96536851,Brooklyn,Clinton Hill,BK69,3.0
321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,3.0
395,Bond St & Schermerhorn St,40.68807003,-73.98410637,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,3.0
392,Jay St & Tech Pl,40.695065,-73.987167,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,3.0
150,E 2 St & Avenue C,40.7208736,-73.98085795,Manhattan,Lower East Side,MN28,1.0
433,E 13 St & Avenue A,40.72955361,-73.98057249,Manhattan,East Village,MN22,1.0
428,E 3 St & 1 Ave,40.72467721,-73.98783413,Manhattan,East Village,MN22,1.0
422,W 59 St & 10 Ave,40.770513,-73.988038,Manhattan,Lincoln Square,MN14,1.0
388,W 26 St & 10 Ave,40.74971775,-74.00295035,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
386,Centre St & Worth St,40.71494807,-74.00234482,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
250,Lafayette St & Jersey St,40.72456089,-73.99565293,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
536,1 Ave & E 30 St,40.74144387,-73.97536082,Manhattan,Murray Hill-Kips Bay,MN20,1.0
325,E 19 St & 3 Ave,40.73624527,-73.98473765,Manhattan,Gramercy,MN21,1.0
282,Kent Ave & S 11 St,40.70827295,-73.96834101,Brooklyn,North Side-South Side,BK73,3.0
389,Broadway & Berry St,40.71044554,-73.96525063,Brooklyn,North Side-South Side,BK73,3.0
545,E 23 St & 1 Ave,40.736502,-73.97809472,Manhattan,Stuyvesant Town-Cooper Village,MN50,1.0
116,W 17 St & 8 Ave,40.74177603,-74.00149746,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
326,E 11 St & 1 Ave,40.72953837,-73.98426726,Manhattan,East Village,MN22,1.0
404,9 Ave & W 14 St,40.7405826,-74.00550867,Manhattan,West Village,MN23,1.0
261,Johnson St & Gold St,40.69474881,-73.98362464,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,3.0
293,Lafayette St & E 8 St,40.73028666,-73.9907647,Manhattan,West Village,MN23,1.0
252,MacDougal St & Washington Sq,40.73226398,-73.99852205,Manhattan,West Village,MN23,1.0
168,W 18 St & 6 Ave,40.73971301,-73.99456405,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
495,W 47 St & 10 Ave,40.76269882,-73.99301222,Manhattan,Clinton,MN15,1.0
499,Broadway & W 60 St,40.76915505,-73.98191841,Manhattan,Lincoln Square,MN14,1.0
128,MacDougal St & Prince St,40.72710258,-74.00297088,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
514,12 Ave & W 40 St,40.76087502,-74.00277668,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
426,West St & Chambers St,40.71754834,-74.01322069,Manhattan,Battery Park City-Lower Manhattan,MN25,1.0
489,10 Ave & W 28 St,40.75066386,-74.00176802,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
519,Pershing Square North,40.751873,-73.977706,Manhattan,Murray Hill-Kips Bay,MN20,1.0
364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,Brooklyn,Clinton Hill,BK69,3.0
437,Macon St & Nostrand Ave,40.68098339,-73.95004798,Brooklyn,Bedford,BK75,3.0
470,W 20 St & 8 Ave,40.74345335,-74.00004031,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
403,E 2 St & 2 Ave,40.72502876,-73.99069656,Manhattan,East Village,MN22,1.0
531,Forsyth St & Broome St,40.71893904,-73.99266288,Manhattan,Chinatown,MN27,1.0
481,S 3 St & Bedford Ave,40.71260486,-73.96264403,Brooklyn,North Side-South Side,BK73,3.0
416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,Brooklyn,Fort Greene,BK68,3.0
334,W 20 St & 7 Ave,40.74238787,-73.99726235,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
494,W 26 St & 8 Ave,40.74734825,-73.99723551,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
521,8 Ave & W 31 St,40.75044999,-73.99481051,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
515,W 43 St & 10 Ave,40.76009437,-73.99461843,Manhattan,Clinton,MN15,1.0
480,W 53 St & 10 Ave,40.76669671,-73.99061728,Manhattan,Clinton,MN15,1.0
368,Carmine St & 6 Ave,40.73038599,-74.00214988,Manhattan,West Village,MN23,1.0
358,Christopher St & Greenwich St,40.73291553,-74.00711384,Manhattan,West Village,MN23,1.0
479,9 Ave & W 45 St,40.76019252,-73.9912551,Manhattan,Clinton,MN15,1.0
147,Greenwich St & Warren St,40.71542197,-74.01121978,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
82,St James Pl & Pearl St,40.71117416,-74.00016545,Manhattan,Chinatown,MN27,1.0
394,E 9 St & Avenue C,40.72521311,-73.97768752,Manhattan,Lower East Side,MN28,1.0
524,W 43 St & 6 Ave,40.75527307,-73.98316936,Manhattan,Midtown-Midtown South,MN17,1.0
467,Dean St & 4 Ave,40.68312489,-73.97895137,Brooklyn,Park Slope-Gowanus,BK37,3.0
387,Centre St & Chambers St,40.71273266,-74.0046073,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
212,W 16 St & The High Line,40.74334935,-74.00681753,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
2003,1 Ave & E 18 St,40.73416059,-73.98024289,Manhattan,Stuyvesant Town-Cooper Village,MN50,1.0
496,E 16 St & 5 Ave,40.73726186,-73.99238967,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
402,Broadway & E 22 St,40.7403432,-73.98955109,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
473,Rivington St & Chrystie St,40.72110063,-73.9919254,Manhattan,Chinatown,MN27,1.0
530,11 Ave & W 59 St,40.771522,-73.990541,Manhattan,Lincoln Square,MN14,1.0
229,Great Jones St,40.72743423,-73.99379025,Manhattan,West Village,MN23,1.0
406,Hicks St & Montague St,40.69512845,-73.99595065,Brooklyn,Brooklyn Heights-Cobble Hill,BK09,3.0
441,E 52 St & 2 Ave,40.756014,-73.967416,Manhattan,Turtle Bay-East Midtown,MN19,1.0
502,Henry St & Grand St,40.714215,-73.981346,Manhattan,Lower East Side,MN28,1.0
157,Henry St & Atlantic Ave,40.69089272,-73.99612349,Brooklyn,Brooklyn Heights-Cobble Hill,BK09,3.0
439,E 4 St & 2 Ave,40.7262807,-73.98978041,Manhattan,East Village,MN22,1.0
362,Broadway & W 37 St,40.75172632,-73.98753523,Manhattan,Midtown-Midtown South,MN17,1.0
497,E 17 St & Broadway,40.73704984,-73.99009296,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
2004,6 Ave & Broome St,40.724399,-74.004704,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
348,W Broadway & Spring St,40.72490985,-74.00154702,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
463,9 Ave & W 16 St,40.74206539,-74.00443172,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
2021,W 45 St & 8 Ave,40.75929124,-73.98859651,Manhattan,Clinton,MN15,1.0
525,W 34 St & 11 Ave,40.75594159,-74.0021163,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
508,W 46 St & 11 Ave,40.76341379,-73.99667444,Manhattan,Clinton,MN15,1.0
335,Washington Pl & Broadway,40.72903917,-73.99404649,Manhattan,West Village,MN23,1.0
503,E 20 St & Park Ave,40.73827428,-73.98751968,Manhattan,Gramercy,MN21,1.0
72,W 52 St & 11 Ave,40.76727216,-73.99392888,Manhattan,Clinton,MN15,1.0
458,11 Ave & W 27 St,40.751396,-74.005226,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
341,Stanton St & Mangin St,40.71782143,-73.97628939,Manhattan,Lower East Side,MN28,1.0
359,E 47 St & Park Ave,40.75510267,-73.97498696,Manhattan,Turtle Bay-East Midtown,MN19,1.0
305,E 58 St & 3 Ave,40.76095756,-73.96724467,Manhattan,Turtle Bay-East Midtown,MN19,1.0
280,E 10 St & 5 Ave,40.73331967,-73.99510132,Manhattan,West Village,MN23,1.0
478,11 Ave & W 41 St,40.76030096,-73.99884222,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
254,W 11 St & 6 Ave,40.73532427,-73.99800419,Manhattan,West Village,MN23,1.0
268,Howard St & Centre St,40.71910537,-73.99973337,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
225,W 14 St & The High Line,40.74195138,-74.00803013,Manhattan,West Village,MN23,1.0
127,Barrow St & Hudson St,40.73172428,-74.00674436,Manhattan,West Village,MN23,1.0
281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,Manhattan,Midtown-Midtown South,MN17,1.0
153,E 40 St & 5 Ave,40.75206231,-73.9816324,Manhattan,Murray Hill-Kips Bay,MN20,1.0
308,St James Pl & Oliver St,40.71307916,-73.99851193,Manhattan,Chinatown,MN27,1.0
464,E 56 St & 3 Ave,40.75934501,-73.96759673,Manhattan,Turtle Bay-East Midtown,MN19,1.0
528,2 Ave & E 31 St,40.74290902,-73.97706058,Manhattan,Murray Hill-Kips Bay,MN20,1.0
271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,Brooklyn,Fort Greene,BK68,3.0
161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,Manhattan,West Village,MN23,1.0
410,Suffolk St & Stanton St,40.72066442,-73.98517977,Manhattan,Chinatown,MN27,1.0
120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,Brooklyn,Bedford,BK75,3.0
483,E 12 St & 3 Ave,40.73223272,-73.98889957,Manhattan,East Village,MN22,1.0
350,Clinton St & Grand St,40.71559509,-73.9870295,Manhattan,Lower East Side,MN28,1.0
2009,Catherine St & Monroe St,40.71117444,-73.99682619,Manhattan,Chinatown,MN27,1.0
263,Elizabeth St & Hester St,40.71729,-73.996375,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
472,E 32 St & Park Ave,40.7457121,-73.98194829,Manhattan,Murray Hill-Kips Bay,MN20,1.0
320,Leonard St & Church St,40.717571,-74.005549,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
526,E 33 St & 5 Ave,40.74765947,-73.98490707,Manhattan,Midtown-Midtown South,MN17,1.0
442,W 27 St & 7 Ave,40.746647,-73.993915,Manhattan,Midtown-Midtown South,MN17,1.0
511,E 14 St & Avenue B,40.72938685,-73.97772429,Manhattan,Stuyvesant Town-Cooper Village,MN50,1.0
462,W 22 St & 10 Ave,40.74691959,-74.00451887,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
446,W 24 St & 7 Ave,40.74487634,-73.99529885,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
380,W 4 St & 7 Ave S,40.73401143,-74.00293877,Manhattan,West Village,MN23,1.0
369,Washington Pl & 6 Ave,40.73224119,-74.00026394,Manhattan,West Village,MN23,1.0
529,W 42 St & 8 Ave,40.7575699,-73.99098507,Manhattan,Clinton,MN15,1.0
346,Bank St & Hudson St,40.73652889,-74.00618026,Manhattan,West Village,MN23,1.0
504,1 Ave & E 15 St,40.73221853,-73.98165557,Manhattan,Stuyvesant Town-Cooper Village,MN50,1.0
492,W 33 St & 7 Ave,40.75019995,-73.99093085,Manhattan,Midtown-Midtown South,MN17,1.0
527,E 33 St & 2 Ave,40.744023,-73.976056,Manhattan,Murray Hill-Kips Bay,MN20,1.0
345,W 13 St & 6 Ave,40.73649403,-73.99704374,Manhattan,West Village,MN23,1.0
328,Watts St & Greenwich St,40.72405549,-74.00965965,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
401,Allen St & Rivington St,40.72019576,-73.98997825,Manhattan,Chinatown,MN27,1.0
376,John St & William St,40.70862144,-74.00722156,Manhattan,Battery Park City-Lower Manhattan,MN25,1.0
297,E 15 St & 3 Ave,40.734232,-73.986923,Manhattan,Gramercy,MN21,1.0
310,State St & Smith St,40.68926942,-73.98912867,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,3.0
323,Lawrence St & Willoughby St,40.69236178,-73.98631746,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,3.0
143,Clinton St & Joralemon St,40.69239502,-73.99337909,Brooklyn,Brooklyn Heights-Cobble Hill,BK09,3.0
415,Pearl St & Hanover Square,40.7047177,-74.00926027,Manhattan,Battery Park City-Lower Manhattan,MN25,1.0
318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,Manhattan,Midtown-Midtown South,MN17,1.0
228,E 48 St & 3 Ave,40.7546011,-73.97187886,Manhattan,Turtle Bay-East Midtown,MN19,1.0
304,Broadway & Battery Pl,40.70463334,-74.01361706,Manhattan,Battery Park City-Lower Manhattan,MN25,1.0
259,South St & Whitehall St,40.70122128,-74.01234218,Manhattan,Battery Park City-Lower Manhattan,MN25,1.0
453,W 22 St & 8 Ave,40.74475148,-73.99915362,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
448,W 37 St & 10 Ave,40.75660359,-73.9979009,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
461,E 20 St & 2 Ave,40.73587678,-73.98205027,Manhattan,Gramercy,MN21,1.0
537,Lexington Ave & E 24 St,40.74025878,-73.98409214,Manhattan,Gramercy,MN21,1.0
375,Mercer St & Bleecker St,40.72679454,-73.99695094,Manhattan,West Village,MN23,1.0
351,Front St & Maiden Ln,40.70530954,-74.00612572,Manhattan,Battery Park City-Lower Manhattan,MN25,1.0
296,Division St & Bowery,40.71413089,-73.9970468,Manhattan,Chinatown,MN27,1.0
2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,Manhattan,Turtle Bay-East Midtown,MN19,1.0
331,Pike St & Monroe St,40.71173107,-73.99193043,Manhattan,Lower East Side,MN28,1.0
233,Joralemon St & Adams St,40.69246277,-73.98963911,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,3.0
344,Monroe St & Bedford Ave,40.6851443,-73.95380904,Brooklyn,Bedford,BK75,3.0
342,Columbia St & Rivington St,40.71739973,-73.98016555,Manhattan,Lower East Side,MN28,1.0
420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,Brooklyn,Clinton Hill,BK69,3.0
484,W 44 St & 5 Ave,40.75500254,-73.98014437,Manhattan,Midtown-Midtown South,MN17,1.0
445,E 10 St & Avenue A,40.72740794,-73.98142006,Manhattan,East Village,MN22,1.0
279,Peck Slip & Front St,40.707873,-74.00167,Manhattan,Battery Park City-Lower Manhattan,MN25,1.0
223,W 13 St & 7 Ave,40.73781509,-73.99994661,Manhattan,West Village,MN23,1.0
353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Brooklyn,Fort Greene,BK68,3.0
264,Maiden Ln & Pearl St,40.70706456,-74.00731853,Manhattan,Battery Park City-Lower Manhattan,MN25,1.0
396,Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,Brooklyn,Clinton Hill,BK69,3.0
274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,Brooklyn,Fort Greene,BK68,3.0
347,W Houston St & Hudson St,40.72873888,-74.00748842,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
336,Sullivan St & Washington Sq,40.73047747,-73.99906065,Manhattan,West Village,MN23,1.0
275,Washington Ave & Greene Ave,40.68650065,-73.96563307,Brooklyn,Clinton Hill,BK69,3.0
324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,Brooklyn,Fort Greene,BK68,3.0
487,E 20 St & FDR Drive,40.73314259,-73.97573881,Manhattan,Stuyvesant Town-Cooper Village,MN50,1.0
294,Washington Square E,40.73049393,-73.9957214,Manhattan,West Village,MN23,1.0
247,Perry St & Bleecker St,40.73535398,-74.00483091,Manhattan,West Village,MN23,1.0
257,Lispenard St & Broadway,40.71939226,-74.00247214,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
152,Warren St & Church St,40.71473993,-74.00910627,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
407,Henry St & Poplar St,40.700469,-73.991454,Brooklyn,Brooklyn Heights-Cobble Hill,BK09,3.0
417,Barclay St & Church St,40.71291224,-74.01020234,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
2008,Little West St & 1 Pl,40.70569254,-74.01677685,Manhattan,Battery Park City-Lower Manhattan,MN25,1.0
366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,Brooklyn,Fort Greene,BK68,3.0
311,Norfolk St & Broome St,40.7172274,-73.98802084,Manhattan,Chinatown,MN27,1.0
232,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,3.0
501,FDR Drive & E 35 St,40.744219,-73.97121214,Manhattan,Turtle Bay-East Midtown,MN19,1.0
444,Broadway & W 24 St,40.7423543,-73.98915076,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
329,Greenwich St & N Moore St,40.72043411,-74.01020609,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
408,Market St & Cherry St,40.71076228,-73.99400398,Manhattan,Chinatown,MN27,1.0
83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,Brooklyn,Fort Greene,BK68,3.0
79,Franklin St & W Broadway,40.71911552,-74.00666661,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
260,Broad St & Bridge St,40.70365182,-74.01167797,Manhattan,Battery Park City-Lower Manhattan,MN25,1.0
475,E 16 St & Irving Pl,40.73524276,-73.98758561,Manhattan,Gramercy,MN21,1.0
435,W 21 St & 6 Ave,40.74173969,-73.99415556,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
167,E 39 St & 3 Ave,40.7489006,-73.97604882,Manhattan,Murray Hill-Kips Bay,MN20,1.0
354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Brooklyn,Clinton Hill,BK69,3.0
2017,E 43 St & 2 Ave,40.75022392,-73.97121414,Manhattan,Turtle Bay-East Midtown,MN19,1.0
459,W 20 St & 11 Ave,40.746745,-74.007756,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
266,Avenue D & E 8 St,40.72368361,-73.97574813,Manhattan,Lower East Side,MN28,1.0
301,E 2 St & Avenue B,40.72217444,-73.98368779,Manhattan,East Village,MN22,1.0
316,Fulton St & William St,40.70955958,-74.00653609,Manhattan,Battery Park City-Lower Manhattan,MN25,1.0
302,Avenue D & E 3 St,40.72082834,-73.97793172,Manhattan,Lower East Side,MN28,1.0
365,Fulton St & Grand Ave,40.68223166,-73.9614583,Brooklyn,Clinton Hill,BK69,3.0
419,Carlton Ave & Park Ave,40.69580705,-73.97355569,Brooklyn,Fort Greene,BK68,3.0
532,S 5 Pl & S 4 St,40.710451,-73.960876,Brooklyn,North Side-South Side,BK73,3.0
303,Mercer St & Spring St,40.72362738,-73.99949601,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
538,E 48 St & Madison Ave,40.75666,-73.976684,Manhattan,Midtown-Midtown South,MN17,1.0
486,Broadway & W 29 St,40.7462009,-73.98855723,Manhattan,Midtown-Midtown South,MN17,1.0
298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,3.0
307,Canal St & Rutgers St,40.71427487,-73.98990025,Manhattan,Lower East Side,MN28,1.0
430,York St & Jay St,40.7014851,-73.98656928,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,3.0
144,Nassau St & Navy St,40.69839895,-73.98068914,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,3.0
546,E 30 St & Park Ave S,40.74444921,-73.98303529,Manhattan,Murray Hill-Kips Bay,MN20,1.0
218,Gallatin Pl & Livingston St,40.69028437,-73.98707105,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,3.0
385,E 55 St & 2 Ave,40.75797322,-73.96603308,Manhattan,Turtle Bay-East Midtown,MN19,1.0
423,W 54 St & 9 Ave,40.76584941,-73.98690506,Manhattan,Clinton,MN15,1.0
373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,Brooklyn,Bedford,BK75,3.0
393,E 5 St & Avenue C,40.72299208,-73.97995466,Manhattan,Lower East Side,MN28,1.0
238,Bank St & Washington St,40.7361967,-74.00859207,Manhattan,West Village,MN23,1.0
237,E 11 St & 2 Ave,40.73047309,-73.98672378,Manhattan,East Village,MN22,1.0
